,paper_name,paper_links
3345,Neural Topographic Factor Analysis for fMRI Data,https://proceedings.neurips.cc/paper/2020/hash/8c3c27ac7d298331a1bdfd0a5e8703d3-Abstract.html
3346,Neural Architecture Generator Optimization,https://proceedings.neurips.cc/paper/2020/hash/8c53d30ad023ce50140181f713059ddf-Abstract.html
3347,A Bandit Learning Algorithm and Applications to Auction Design,https://proceedings.neurips.cc/paper/2020/hash/8ccf1fb8b09a8212bafea305cf5d5e9f-Abstract.html
3348,MetaPoison: Practical General-purpose Clean-label Data Poisoning,https://proceedings.neurips.cc/paper/2020/hash/8ce6fc704072e351679ac97d4a985574-Abstract.html
3349,Sample Efficient Reinforcement Learning via Low-Rank Matrix Estimation,https://proceedings.neurips.cc/paper/2020/hash/8d2355364e9a2ba1f82f975414937b43-Abstract.html
3350,Training Generative Adversarial Networks with Limited Data,https://proceedings.neurips.cc/paper/2020/hash/8d30aa96e72440759f74bd2306c1fa3d-Abstract.html
3351,Deeply Learned Spectral Total Variation Decomposition,https://proceedings.neurips.cc/paper/2020/hash/8d3215ae97598264ad6529613774a038-Abstract.html
3352,FracTrain: Fractionally Squeezing Bit Savings Both Temporally and Spatially for Efficient DNN Training,https://proceedings.neurips.cc/paper/2020/hash/8dc5983b8c4ef1d8fcd5f325f9a65511-Abstract.html
3353,Improving Neural Network Training in Low Dimensional Random Bases,https://proceedings.neurips.cc/paper/2020/hash/8dcf2420e78a64333a59674678fb283b-Abstract.html
3354,Safe Reinforcement Learning via Curriculum Induction,https://proceedings.neurips.cc/paper/2020/hash/8df6a65941e4c9da40a4fb899de65c55-Abstract.html
3355,Leverage the Average: an Analysis of KL Regularization in Reinforcement Learning,https://proceedings.neurips.cc/paper/2020/hash/8e2c381d4dd04f1c55093f22c59c3a08-Abstract.html
3356,How Robust are the Estimated Effects of Nonpharmaceutical Interventions against COVID-19?,https://proceedings.neurips.cc/paper/2020/hash/8e3308c853e47411c761429193511819-Abstract.html
3357,Beyond Individualized Recourse: Interpretable and Interactive Summaries of Actionable Recourses,https://proceedings.neurips.cc/paper/2020/hash/8ee7730e97c67473a424ccfeff49ab20-Abstract.html
3358,Generalization error in high-dimensional perceptrons: Approaching Bayes error with convex optimization,https://proceedings.neurips.cc/paper/2020/hash/8f4576ad85410442a74ee3a7683757b3-Abstract.html
3359,Projection Efficient Subgradient Method and Optimal Nonsmooth Frank-Wolfe Method,https://proceedings.neurips.cc/paper/2020/hash/8f468c873a32bb0619eaeb2050ba45d1-Abstract.html
3360,PGM-Explainer: Probabilistic Graphical Model Explanations for Graph Neural Networks,https://proceedings.neurips.cc/paper/2020/hash/8fb134f258b1f7865a6ab2d935a897c9-Abstract.html
3361,Few-Cost Salient Object Detection with Adversarial-Paced Learning,https://proceedings.neurips.cc/paper/2020/hash/8fc687aa152e8199fe9e73304d407bca-Abstract.html
3362,Minimax Estimation of Conditional Moment Models,https://proceedings.neurips.cc/paper/2020/hash/8fcd9e5482a62a5fa130468f4cf641ef-Abstract.html
3363,Causal Imitation Learning With Unobserved Confounders,https://proceedings.neurips.cc/paper/2020/hash/8fdd149fcaa7058caccc9c4ad5b0d89a-Abstract.html
3364,Your GAN is Secretly an Energy-based Model and You Should Use Discriminator Driven Latent Sampling,https://proceedings.neurips.cc/paper/2020/hash/90525e70b7842930586545c6f1c9310c-Abstract.html
3365,Learning Black-Box Attackers with Transferable Priors and Query Feedback,https://proceedings.neurips.cc/paper/2020/hash/90599c8fdd2f6e7a03ad173e2f535751-Abstract.html
3366,Locally Differentially Private (Contextual) Bandits Learning,https://proceedings.neurips.cc/paper/2020/hash/908c9a564a86426585b29f5335b619bc-Abstract.html
3367,Invertible Gaussian Reparameterization: Revisiting the Gumbel-Softmax,https://proceedings.neurips.cc/paper/2020/hash/90c34175923a36ab7a5de4b981c1972f-Abstract.html
3368,Kernel Based Progressive Distillation for Adder Neural Networks,https://proceedings.neurips.cc/paper/2020/hash/912d2b1c7b2826caf99687388d2e8f7c-Abstract.html
3369,Adversarial Soft Advantage Fitting: Imitation Learning without Policy Optimization,https://proceedings.neurips.cc/paper/2020/hash/9161ab7a1b61012c4c303f10b4c16b2c-Abstract.html
3370,Agree to Disagree: Adaptive Ensemble Knowledge Distillation in Gradient Space,https://proceedings.neurips.cc/paper/2020/hash/91c77393975889bd08f301c9e13a44b7-Abstract.html
3371,The Wasserstein Proximal Gradient Algorithm,https://proceedings.neurips.cc/paper/2020/hash/91cff01af640a24e7f9f7a5ab407889f-Abstract.html
3372,Universally Quantized Neural Compression,https://proceedings.neurips.cc/paper/2020/hash/92049debbe566ca5782a3045cf300a3c-Abstract.html
3373,Temporal Variability in Implicit Online Learning,https://proceedings.neurips.cc/paper/2020/hash/9239be5f9dc4058ec647f14fd04b1290-Abstract.html
3374,Investigating Gender Bias in Language Models Using Causal Mediation Analysis,https://proceedings.neurips.cc/paper/2020/hash/92650b2e92217715fe312e6fa7b90d82-Abstract.html
3375,Off-Policy Imitation Learning from Observations,https://proceedings.neurips.cc/paper/2020/hash/92977ae4d2ba21425a59afb269c2a14e-Abstract.html
3376,Escaping Saddle-Point Faster under Interpolation-like Conditions,https://proceedings.neurips.cc/paper/2020/hash/92a08bf918f44ccd961477be30023da1-Abstract.html
3377,Matérn Gaussian Processes on Riemannian Manifolds,https://proceedings.neurips.cc/paper/2020/hash/92bf5e6240737e0326ea59846a83e076-Abstract.html
3378,Improved Techniques for Training Score-Based Generative Models,https://proceedings.neurips.cc/paper/2020/hash/92c3b916311a5517d9290576e3ea37ad-Abstract.html
3379,wav2vec 2.0: A Framework for Self-Supervised Learning of Speech Representations,https://proceedings.neurips.cc/paper/2020/hash/92d1e1eb1cd6f9fba3227870bb6d7f07-Abstract.html
3380,A Maximum-Entropy Approach to Off-Policy Evaluation in Average-Reward MDPs,https://proceedings.neurips.cc/paper/2020/hash/9308b0d6e5898366a4a986bc33f3d3e7-Abstract.html
3381,"Instead of Rewriting Foreign Code for Machine Learning, Automatically Synthesize Fast Gradients",https://proceedings.neurips.cc/paper/2020/hash/9332c513ef44b682e9347822c2e457ac-Abstract.html
3382,Does Unsupervised Architecture Representation Learning Help Neural Architecture Search?,https://proceedings.neurips.cc/paper/2020/hash/937936029af671cf479fa893db91cbdd-Abstract.html
3383,Value-driven Hindsight Modelling,https://proceedings.neurips.cc/paper/2020/hash/9381fc93ad66f9ec4b2eef71147a6665-Abstract.html
3384,Dynamic Regret of Convex and Smooth Functions,https://proceedings.neurips.cc/paper/2020/hash/939314105ce8701e67489642ef4d49e8-Abstract.html
3385,On Convergence of Nearest Neighbor Classifiers over Feature Transformations,https://proceedings.neurips.cc/paper/2020/hash/93d9033636450402d67cd55e60b3f926-Abstract.html
3386,Mitigating Manipulation in Peer Review via Randomized Reviewer Assignments,https://proceedings.neurips.cc/paper/2020/hash/93fb39474c51b8a82a68413e2a5ae17a-Abstract.html
3387,Contrastive learning of global and local features for medical image segmentation with limited annotations,https://proceedings.neurips.cc/paper/2020/hash/949686ecef4ee20a62d16b4a2d7ccca3-Abstract.html
3388,Self-Supervised Graph Transformer on Large-Scale Molecular Data,https://proceedings.neurips.cc/paper/2020/hash/94aef38441efa3380a3bed3faf1f9d5d-Abstract.html
3389,Generative Neurosymbolic Machines,https://proceedings.neurips.cc/paper/2020/hash/94c28dcfc97557df0df6d1f7222fc384-Abstract.html
3390,How many samples is a good initial point worth in Low-rank Matrix Recovery?,https://proceedings.neurips.cc/paper/2020/hash/94c4dd41f9dddce696557d3717d98d82-Abstract.html
3391,CSER: Communication-efficient SGD with Error Reset,https://proceedings.neurips.cc/paper/2020/hash/94cb02feb750f20bad8a85dfe7e18d11-Abstract.html
3392,Efficient estimation of neural tuning during naturalistic behavior,https://proceedings.neurips.cc/paper/2020/hash/94d2a3c6dd19337f2511cdf8b4bf907e-Abstract.html
3393,High-recall causal discovery for autocorrelated time series with latent confounders,https://proceedings.neurips.cc/paper/2020/hash/94e70705efae423efda1088614128d0b-Abstract.html
3394,Forget About the LiDAR: Self-Supervised Depth Estimators with MED Probability Volumes,https://proceedings.neurips.cc/paper/2020/hash/951124d4a093eeae83d9726a20295498-Abstract.html
3395,Joint Contrastive Learning with Infinite Possibilities,https://proceedings.neurips.cc/paper/2020/hash/9523147e5a6707baf674941812ee5c94-Abstract.html
3396,Robust Gaussian Covariance Estimation in Nearly-Matrix Multiplication Time,https://proceedings.neurips.cc/paper/2020/hash/9529fbba677729d3206b3b9073d1e9ca-Abstract.html
3397,Adversarially-learned Inference via an Ensemble of Discrete Undirected Graphical Models,https://proceedings.neurips.cc/paper/2020/hash/95424358822e753eb993c97ee76a9076-Abstract.html
3398,GS-WGAN: A Gradient-Sanitized Approach for Learning Differentially Private Generators,https://proceedings.neurips.cc/paper/2020/hash/9547ad6b651e2087bac67651aa92cd0d-Abstract.html
3399,SurVAE Flows: Surjections to Bridge the Gap between VAEs and Flows,https://proceedings.neurips.cc/paper/2020/hash/9578a63fbe545bd82cc5bbe749636af1-Abstract.html
3400,Learning Causal Effects via Weighted Empirical Risk Minimization,https://proceedings.neurips.cc/paper/2020/hash/95a6fc111fa11c3ab209a0ed1b9abeb6-Abstract.html
3401,Revisiting the Sample Complexity of Sparse Spectrum Approximation of Gaussian Processes,https://proceedings.neurips.cc/paper/2020/hash/95b431e51fc53692913da5263c214162-Abstract.html
3402,Incorporating Interpretable Output Constraints in Bayesian Neural Networks,https://proceedings.neurips.cc/paper/2020/hash/95c7dfc5538e1ce71301cf92a9a96bd0-Abstract.html
3403,Multi-Stage Influence Function,https://proceedings.neurips.cc/paper/2020/hash/95e62984b87e90645a5cf77037395959-Abstract.html
3404,Probabilistic Fair Clustering,https://proceedings.neurips.cc/paper/2020/hash/95f2b84de5660ddf45c8a34933a2e66f-Abstract.html
3405,Stochastic Segmentation Networks: Modelling Spatially Correlated Aleatoric Uncertainty,https://proceedings.neurips.cc/paper/2020/hash/95f8d9901ca8878e291552f001f67692-Abstract.html
3406,ICE-BeeM: Identifiable Conditional Energy-Based Deep Models Based on Nonlinear ICA,https://proceedings.neurips.cc/paper/2020/hash/962e56a8a0b0420d87272a682bfd1e53-Abstract.html
3407,Testing Determinantal Point Processes,https://proceedings.neurips.cc/paper/2020/hash/964d1775b722eff11b8ecd9e9ed5bd9e-Abstract.html
3408,CogLTX: Applying BERT to Long Texts,https://proceedings.neurips.cc/paper/2020/hash/96671501524948bc3937b4b30d0e57b9-Abstract.html
3409,f-GAIL: Learning f-Divergence for Generative Adversarial Imitation Learning,https://proceedings.neurips.cc/paper/2020/hash/967990de5b3eac7b87d49a13c6834978-Abstract.html
3410,Non-parametric Models for Non-negative Functions,https://proceedings.neurips.cc/paper/2020/hash/968b15768f3d19770471e9436d97913c-Abstract.html
3411,Uncertainty Aware Semi-Supervised Learning on Graph Data,https://proceedings.neurips.cc/paper/2020/hash/968c9b4f09cbb7d7925f38aea3484111-Abstract.html
3412,ConvBERT: Improving BERT with Span-based Dynamic Convolution,https://proceedings.neurips.cc/paper/2020/hash/96da2f590cd7246bbde0051047b0d6f7-Abstract.html
3413,Practical No-box Adversarial Attacks against DNNs,https://proceedings.neurips.cc/paper/2020/hash/96e07156db854ca7b00b5df21716b0c6-Abstract.html
3414,Breaking the Sample Size Barrier in Model-Based Reinforcement Learning with a Generative Model,https://proceedings.neurips.cc/paper/2020/hash/96ea64f3a1aa2fd00c72faacf0cb8ac9-Abstract.html
3415,Walking in the Shadow: A New Perspective on Descent Directions for Constrained Minimization,https://proceedings.neurips.cc/paper/2020/hash/96f2d6069db8ad895c34e2285d25c0ed-Abstract.html
3416,Path Sample-Analytic Gradient Estimators for Stochastic Binary Networks,https://proceedings.neurips.cc/paper/2020/hash/96fca94df72984fc97ee5095410d4dec-Abstract.html
3417,Reward Propagation Using Graph Convolutional Networks,https://proceedings.neurips.cc/paper/2020/hash/970627414218ccff3497cb7a784288f5-Abstract.html
3418,"LoopReg: Self-supervised Learning of Implicit Surface Correspondences, Pose and Shape for 3D Human Mesh Registration",https://proceedings.neurips.cc/paper/2020/hash/970af30e481057c48f87e101b61e6994-Abstract.html
3419,Fully Dynamic Algorithm for Constrained Submodular Optimization,https://proceedings.neurips.cc/paper/2020/hash/9715d04413f296eaf3c30c47cec3daa6-Abstract.html
3420,Robust Optimal Transport with Applications in Generative Modeling and Domain Adaptation,https://proceedings.neurips.cc/paper/2020/hash/9719a00ed0c5709d80dfef33795dcef3-Abstract.html
3421,Autofocused oracles for model-based design,https://proceedings.neurips.cc/paper/2020/hash/972cda1e62b72640cb7ac702714a115f-Abstract.html
3422,Debiasing Averaged Stochastic Gradient Descent to handle missing values,https://proceedings.neurips.cc/paper/2020/hash/972ededf6c4d7c1405ef53f27d961eda-Abstract.html
3423,Trajectory-wise Multiple Choice Learning for Dynamics Generalization in Reinforcement Learning,https://proceedings.neurips.cc/paper/2020/hash/9739efc4f01292e764c86caa59af353e-Abstract.html
3424,CompRess: Self-Supervised Learning by Compressing Representations,https://proceedings.neurips.cc/paper/2020/hash/975a1c8b9aee1c48d32e13ec30be7905-Abstract.html
3425,Sample complexity and effective dimension for regression on manifolds,https://proceedings.neurips.cc/paper/2020/hash/977f8b33d303564416bf9f4ab1c39720-Abstract.html
3426,The phase diagram of approximation rates for deep neural networks,https://proceedings.neurips.cc/paper/2020/hash/979a3f14bae523dc5101c52120c535e9-Abstract.html
3427,Timeseries Anomaly Detection using Temporal Hierarchical One-Class Network,https://proceedings.neurips.cc/paper/2020/hash/97e401a02082021fd24957f852e0e475-Abstract.html
3428,EcoLight: Intersection Control in Developing Regions Under Extreme Budget and Network Constraints,https://proceedings.neurips.cc/paper/2020/hash/97e49161287e7a4f9b745366e4f9431b-Abstract.html
3429,Reconstructing Perceptive Images from Brain Activity by Shape-Semantic GAN,https://proceedings.neurips.cc/paper/2020/hash/9813b270ed0288e7c0388f0fd4ec68f5-Abstract.html
3430,Emergent Complexity and Zero-shot Transfer via Unsupervised Environment Design,https://proceedings.neurips.cc/paper/2020/hash/985e9a46e10005356bbaf194249f6856-Abstract.html
3431,A Spectral Energy Distance for Parallel Speech Synthesis,https://proceedings.neurips.cc/paper/2020/hash/9873eaad153c6c960616c89e54fe155a-Abstract.html
3432,Simulating a Primary Visual Cortex at the Front of CNNs Improves Robustness to Image Perturbations,https://proceedings.neurips.cc/paper/2020/hash/98b17f068d5d9b7668e19fb8ae470841-Abstract.html
3433,Learning from Positive and Unlabeled Data with Arbitrary Positive Shift,https://proceedings.neurips.cc/paper/2020/hash/98b297950041a42470269d56260243a1-Abstract.html
3434,Deep Energy-based Modeling of Discrete-Time Physics,https://proceedings.neurips.cc/paper/2020/hash/98b418276d571e623651fc1d471c7811-Abstract.html
3435,Quantifying Learnability and Describability of Visual Concepts Emerging in Representation Learning,https://proceedings.neurips.cc/paper/2020/hash/98dce83da57b0395e163467c9dae521b-Abstract.html
3436,Self-Learning Transformations for Improving Gaze and Head Redirection,https://proceedings.neurips.cc/paper/2020/hash/98f2d76d4d9caf408180b5abfa83ae87-Abstract.html
3437,Language-Conditioned Imitation Learning for Robot Manipulation Tasks,https://proceedings.neurips.cc/paper/2020/hash/9909794d52985cbc5d95c26e31125d1a-Abstract.html
3438,POMDPs in Continuous Time and Discrete Spaces,https://proceedings.neurips.cc/paper/2020/hash/992f0fed0720dbb9d4e060d03ed531ba-Abstract.html
3439,Exemplar Guided Active Learning,https://proceedings.neurips.cc/paper/2020/hash/993edc98ca87f7e08494eec37fa836f7-Abstract.html
3440,Grasp Proposal Networks: An End-to-End Solution for Visual Learning of Robotic Grasps,https://proceedings.neurips.cc/paper/2020/hash/994d1cad9132e48c993d58b492f71fc1-Abstract.html
3441,Node Embeddings and Exact Low-Rank Representations of Complex Networks,https://proceedings.neurips.cc/paper/2020/hash/99503bdd3c5a4c4671ada72d6fd81433-Abstract.html
3442,Fictitious Play for Mean Field Games: Continuous Time Analysis and Applications,https://proceedings.neurips.cc/paper/2020/hash/995ca733e3657ff9f5f3c823d73371e1-Abstract.html
3443,Steering Distortions to Preserve Classes and Neighbors in Supervised Dimensionality Reduction,https://proceedings.neurips.cc/paper/2020/hash/99607461cdb9c26e2bd5f31b12dcf27a-Abstract.html
3444,On Infinite-Width Hypernetworks,https://proceedings.neurips.cc/paper/2020/hash/999df4ce78b966de17aee1dc87111044-Abstract.html
3445,Interferobot: aligning an optical interferometer by a reinforcement learning agent,https://proceedings.neurips.cc/paper/2020/hash/99ba5c4097c6b8fef5ed774a1a6714b8-Abstract.html
3446,Program Synthesis with Pragmatic Communication,https://proceedings.neurips.cc/paper/2020/hash/99c83c904d0d64fbef50d919a5c66a80-Abstract.html
3447,Principal Neighbourhood Aggregation for Graph Nets,https://proceedings.neurips.cc/paper/2020/hash/99cad265a1768cc2dd013f0e740300ae-Abstract.html
3448,Reliable Graph Neural Networks via Robust Aggregation,https://proceedings.neurips.cc/paper/2020/hash/99e314b1b43706773153e7ef375fc68c-Abstract.html
3449,Instance Selection for GANs,https://proceedings.neurips.cc/paper/2020/hash/99f6a934a7cf277f2eaece8e3ce619b2-Abstract.html
3450,Linear Disentangled Representations and Unsupervised Action Estimation,https://proceedings.neurips.cc/paper/2020/hash/9a02387b02ce7de2dac4b925892f68fb-Abstract.html
3451,Video Frame Interpolation without Temporal Priors,https://proceedings.neurips.cc/paper/2020/hash/9a11883317fde3aef2e2432a58c86779-Abstract.html
3452,Learning compositional functions via multiplicative weight updates,https://proceedings.neurips.cc/paper/2020/hash/9a32ef65c42085537062753ec435750f-Abstract.html
3453,Sample Complexity of Uniform Convergence for Multicalibration,https://proceedings.neurips.cc/paper/2020/hash/9a96876e2f8f3dc4f3cf45f02c61c0c1-Abstract.html
3454,Differentiable Neural Architecture Search in Equivalent Space with Exploration Enhancement,https://proceedings.neurips.cc/paper/2020/hash/9a96a2c73c0d477ff2a6da3bf538f4f4-Abstract.html
3455,The interplay between randomness and structure during learning in RNNs,https://proceedings.neurips.cc/paper/2020/hash/9ac1382fd8fc4b631594aa135d16ad75-Abstract.html
3456,A Generalized Neural Tangent Kernel Analysis for Two-layer Neural Networks,https://proceedings.neurips.cc/paper/2020/hash/9afe487de556e59e6db6c862adfe25a4-Abstract.html
3457,Instance-wise Feature Grouping,https://proceedings.neurips.cc/paper/2020/hash/9b10a919ddeb07e103dc05ff523afe38-Abstract.html
3458,Robust Disentanglement of a Few Factors at a Time using rPU-VAE,https://proceedings.neurips.cc/paper/2020/hash/9b22a40256b079f338827b0ff1f4792b-Abstract.html
3459,PC-PG: Policy Cover Directed Exploration for Provable Policy Gradient Learning,https://proceedings.neurips.cc/paper/2020/hash/9b3a9fb4db30fc6594ec3990cbc09932-Abstract.html
3460,Group Contextual Encoding for 3D Point Clouds,https://proceedings.neurips.cc/paper/2020/hash/9b72e31dac81715466cd580a448cf823-Abstract.html
3461,Latent Bandits Revisited,https://proceedings.neurips.cc/paper/2020/hash/9b7c8d13e4b2f08895fb7bcead930b46-Abstract.html
3462,Is normalization indispensable for training deep neural network? ,https://proceedings.neurips.cc/paper/2020/hash/9b8619251a19057cff70779273e95aa6-Abstract.html
3463,Optimization and Generalization of Shallow Neural Networks with Quadratic Activation Functions,https://proceedings.neurips.cc/paper/2020/hash/9b8b50fb590c590ffbf1295ce92258dc-Abstract.html
3464,Intra Order-preserving Functions for Calibration of Multi-Class Neural Networks,https://proceedings.neurips.cc/paper/2020/hash/9bc99c590be3511b8d53741684ef574c-Abstract.html
3465,Linear Time Sinkhorn Divergences using Positive Features,https://proceedings.neurips.cc/paper/2020/hash/9bde76f262285bb1eaeb7b40c758b53e-Abstract.html
3466,VarGrad: A Low-Variance Gradient Estimator for Variational Inference,https://proceedings.neurips.cc/paper/2020/hash/9c22c0b51b3202246463e986c7e205df-Abstract.html
3467,A Convolutional Auto-Encoder for Haplotype Assembly and Viral Quasispecies Reconstruction,https://proceedings.neurips.cc/paper/2020/hash/9c449771d0edc923c2713a7462cefa3b-Abstract.html
3468,Promoting Stochasticity for Expressive Policies via a Simple and Efficient Regularization Method,https://proceedings.neurips.cc/paper/2020/hash/9cafd121ba982e6de30ffdf5ada9ce2e-Abstract.html
3469,Adversarial Counterfactual Learning and Evaluation for Recommender System,https://proceedings.neurips.cc/paper/2020/hash/9cd013fe250ebffc853b386569ab18c0-Abstract.html
3470,Memory-Efficient Learning of Stable Linear Dynamical Systems for Prediction and Control,https://proceedings.neurips.cc/paper/2020/hash/9cd78264cf2cd821ba651485c111a29a-Abstract.html
3471,Evolving Normalization-Activation Layers,https://proceedings.neurips.cc/paper/2020/hash/9d4c03631b8b0c85ae08bf05eda37d0f-Abstract.html
3472,ScaleCom: Scalable Sparsified Gradient Compression for Communication-Efficient Distributed Training,https://proceedings.neurips.cc/paper/2020/hash/9d58963592071dbf38a0fa114269959c-Abstract.html
3473,RelationNet++: Bridging Visual Representations for Object Detection via Transformer Decoder,https://proceedings.neurips.cc/paper/2020/hash/9d684c589d67031a627ad33d59db65e5-Abstract.html
3474,Efficient Learning of Discrete Graphical Models,https://proceedings.neurips.cc/paper/2020/hash/9d702ffd99ad9c70ac37e506facc8c38-Abstract.html
3475,Near-Optimal SQ Lower Bounds for Agnostically Learning Halfspaces and ReLUs under Gaussian Marginals,https://proceedings.neurips.cc/paper/2020/hash/9d7311ba459f9e45ed746755a32dcd11-Abstract.html
3476,Neurosymbolic Transformers for Multi-Agent Communication,https://proceedings.neurips.cc/paper/2020/hash/9d740bd0f36aaa312c8d504e28c42163-Abstract.html
3477,Fairness in Streaming Submodular Maximization: Algorithms and Hardness,https://proceedings.neurips.cc/paper/2020/hash/9d752cb08ef466fc480fba981cfa44a1-Abstract.html
3478,Smoothed Geometry for Robust Attribution,https://proceedings.neurips.cc/paper/2020/hash/9d94c8981a48d12adfeecfe1ae6e0ec1-Abstract.html
3479,Fast Adversarial Robustness Certification of Nearest Prototype Classifiers for Arbitrary Seminorms,https://proceedings.neurips.cc/paper/2020/hash/9da187a7a191431db943a9a5a6fec6f4-Abstract.html
3480,Multi-agent active perception with prediction rewards,https://proceedings.neurips.cc/paper/2020/hash/9db6faeef387dc789777227a8bed4d52-Abstract.html
3481,A Local Temporal Difference Code for Distributional Reinforcement Learning,https://proceedings.neurips.cc/paper/2020/hash/9dd16e049becf4d5087c90a83fea403b-Abstract.html
3482,Learning with Optimized Random Features: Exponential Speedup by Quantum Machine Learning without Sparsity and Low-Rank Assumptions,https://proceedings.neurips.cc/paper/2020/hash/9ddb9dd5d8aee9a76bf217a2a3c54833-Abstract.html
3483,CaSPR: Learning Canonical Spatiotemporal Point Cloud Representations,https://proceedings.neurips.cc/paper/2020/hash/9de6d14fff9806d4bcd1ef555be766cd-Abstract.html
3484,Deep Automodulators,https://proceedings.neurips.cc/paper/2020/hash/9df81829c4ebc9c427b9afe0438dce5a-Abstract.html
3485,Convolutional Tensor-Train LSTM for Spatio-Temporal Learning,https://proceedings.neurips.cc/paper/2020/hash/9e1a36515d6704d7eb7a30d783400e5d-Abstract.html
3486,The Potts-Ising model for discrete multivariate data,https://proceedings.neurips.cc/paper/2020/hash/9e5f64cde99af96fdca0e02a3d24faec-Abstract.html
3487,Interpretable multi-timescale models for predicting fMRI responses to continuous natural speech,https://proceedings.neurips.cc/paper/2020/hash/9e9a30b74c49d07d8150c8c83b1ccf07-Abstract.html
3488,Group-Fair Online Allocation in Continuous Time,https://proceedings.neurips.cc/paper/2020/hash/9ec0cfdc84044494e10582436e013e64-Abstract.html
3489,Decentralized TD Tracking with Linear Function Approximation and its Finite-Time Analysis,https://proceedings.neurips.cc/paper/2020/hash/9ec51f6eb240fb631a35864e13737bca-Abstract.html
3490,Understanding Gradient Clipping in Private SGD: A Geometric Perspective,https://proceedings.neurips.cc/paper/2020/hash/9ecff5455677b38d19f49ce658ef0608-Abstract.html
3491,O(n) Connections are Expressive Enough: Universal Approximability of Sparse Transformers,https://proceedings.neurips.cc/paper/2020/hash/9ed27554c893b5bad850a422c3538c15-Abstract.html
3492,Identifying signal and noise structure in neural population activity with Gaussian process factor models,https://proceedings.neurips.cc/paper/2020/hash/9eed867b73ab1eab60583c9d4a789b1b-Abstract.html
3493,Equivariant Networks for Hierarchical Structures,https://proceedings.neurips.cc/paper/2020/hash/9efb1a59d7b58e69996cf0e32cb71098-Abstract.html
3494,"MinMax Methods for Optimal Transport and Beyond: Regularization, Approximation and Numerics",https://proceedings.neurips.cc/paper/2020/hash/9f067d8d6df2d4b8c64fb4c084d6c208-Abstract.html
3495,A Discrete Variational Recurrent Topic Model without the Reparametrization Trick,https://proceedings.neurips.cc/paper/2020/hash/9f1d5659d5880fb427f6e04ae500fc25-Abstract.html
3496,Transferable Graph Optimizers for ML Compilers,https://proceedings.neurips.cc/paper/2020/hash/9f29450d2eb58feb555078bdefe28aa5-Abstract.html
3497,Learning with Operator-valued Kernels in Reproducing Kernel Krein Spaces,https://proceedings.neurips.cc/paper/2020/hash/9f319422ca17b1082ea49820353f14ab-Abstract.html
3498,Learning Bounds for Risk-sensitive Learning,https://proceedings.neurips.cc/paper/2020/hash/9f60ab2b55468f104055b16df8f69e81-Abstract.html
3499,Simplifying Hamiltonian and Lagrangian Neural Networks via Explicit Constraints,https://proceedings.neurips.cc/paper/2020/hash/9f655cc8884fda7ad6d8a6fb15cc001e-Abstract.html
3500,Beyond accuracy: quantifying trial-by-trial behaviour of CNNs and humans by measuring error consistency,https://proceedings.neurips.cc/paper/2020/hash/9f6992966d4c363ea0162a056cb45fe5-Abstract.html
3501,Provably Efficient Reinforcement Learning with Kernel and Neural Function Approximations,https://proceedings.neurips.cc/paper/2020/hash/9fa04f87c9138de23e92582b4ce549ec-Abstract.html
3502,Constant-Expansion Suffices for Compressed Sensing with Generative Priors,https://proceedings.neurips.cc/paper/2020/hash/9fa83fec3cf3810e5680ed45f7124dce-Abstract.html
3503,RANet: Region Attention Network for Semantic Segmentation,https://proceedings.neurips.cc/paper/2020/hash/9fe8593a8a330607d76796b35c64c600-Abstract.html
3504,"A random matrix analysis of random Fourier features: beyond the Gaussian kernel, a precise phase transition, and the corresponding double descent",https://proceedings.neurips.cc/paper/2020/hash/a03fa30821986dff10fc66647c84c9c3-Abstract.html
3505,Learning sparse codes from compressed representations with biologically plausible local wiring constraints,https://proceedings.neurips.cc/paper/2020/hash/a03fec24df877cc65c037673397ad5c0-Abstract.html
3506,Self-Imitation Learning via Generalized Lower Bound Q-learning,https://proceedings.neurips.cc/paper/2020/hash/a0443c8c8c3372d662e9173c18faaa2c-Abstract.html
3507,Private Learning of Halfspaces: Simplifying the Construction and Reducing the Sample Complexity,https://proceedings.neurips.cc/paper/2020/hash/a08e32d2f9a8b78894d964ec7fd4172e-Abstract.html
3508,Directional Pruning of Deep Neural Networks,https://proceedings.neurips.cc/paper/2020/hash/a09e75c5c86a7bf6582d2b4d75aad615-Abstract.html
3509,Smoothly Bounding User Contributions in Differential Privacy ,https://proceedings.neurips.cc/paper/2020/hash/a0dc078ca0d99b5ebb465a9f1cad54ba-Abstract.html
3510,Accelerating Training of Transformer-Based Language Models with Progressive Layer Dropping,https://proceedings.neurips.cc/paper/2020/hash/a1140a3d0df1c81e24ae954d935e8926-Abstract.html
3511,Online Planning with Lookahead Policies,https://proceedings.neurips.cc/paper/2020/hash/a18aa23ee676d7f5ffb34cf16df3e08c-Abstract.html
3512,Learning Deep Attribution Priors Based On Prior Knowledge,https://proceedings.neurips.cc/paper/2020/hash/a19883fca95d0e5ec7ee6c94c6c32028-Abstract.html
3513,Using noise to probe recurrent neural network structure and prune synapses,https://proceedings.neurips.cc/paper/2020/hash/a1ada9947e0d683b4625f94c74104d73-Abstract.html
